geo;freq;siec;nrg_cons;unit;tax;currency;period;value;year;semester
SI;S;E7000;KWH5000-14999;KWH;X_VAT;EUR;2022-S1;0.0996;2022;S1
SK;S;E7000;KWH5000-14999;KWH;X_VAT;EUR;2022-S1;0.133;2022;S1
TR;S;E7000;KWH5000-14999;KWH;X_VAT;EUR;2022-S1;0.089;2022;S1
XK;S;E7000;KWH5000-14999;KWH;X_VAT;EUR;2022-S1;0.0598;2022;S1
AL;S;E7000;KWH_GE15000;KWH;I_TAX;EUR;2022-S1;0.0941;2022;S1
AT;S;E7000;KWH_GE15000;KWH;I_TAX;EUR;2022-S1;0.185;2022;S1
BA;S;E7000;KWH_GE15000;KWH;I_TAX;EUR;2022-S1;0.0785;2022;S1
BE;S;E7000;KWH_GE15000;KWH;I_TAX;EUR;2022-S1;0.3172;2022;S1
BG;S;E7000;KWH_GE15000;KWH;I_TAX;EUR;2022-S1;0.1077;2022;S1
CY;S;E7000;KWH_GE15000;KWH;I_TAX;EUR;2022-S1;0.2254;2022;S1
CZ;S;E7000;KWH_GE15000;KWH;I_TAX;EUR;2022-S1;0.1723;2022;S1
DE;S;E7000;KWH_GE15000;KWH;I_TAX;EUR;2022-S1;0.2703;2022;S1
DK;S;E7000;KWH_GE15000;KWH;I_TAX;EUR;2022-S1;0.3153;2022;S1
EA;S;E7000;KWH_GE15000;KWH;I_TAX;EUR;2022-S1;0.2338;2022;S1
EE;S;E7000;KWH_GE15000;KWH;I_TAX;EUR;2022-S1;0.1882;2022;S1
EL;S;E7000;KWH_GE15000;KWH;I_TAX;EUR;2022-S1;0.3048;2022;S1
ES;S;E7000;KWH_GE15000;KWH;I_TAX;EUR;2022-S1;0.2298;2022;S1
FI;S;E7000;KWH_GE15000;KWH;I_TAX;EUR;2022-S1;0.139;2022;S1
FR;S;E7000;KWH_GE15000;KWH;I_TAX;EUR;2022-S1;0.185;2022;S1
HR;S;E7000;KWH_GE15000;KWH;I_TAX;EUR;2022-S1;0.1261;2022;S1
HU;S;E7000;KWH_GE15000;KWH;I_TAX;EUR;2022-S1;0.0964;2022;S1
IE;S;E7000;KWH_GE15000;KWH;I_TAX;EUR;2022-S1;0.2172;2022;S1
IS;S;E7000;KWH_GE15000;KWH;I_TAX;EUR;2022-S1;0.0714;2022;S1
IT;S;E7000;KWH_GE15000;KWH;I_TAX;EUR;2022-S1;0.2901;2022;S1
LI;S;E7000;KWH_GE15000;KWH;I_TAX;EUR;2022-S1;0.1974;2022;S1
LT;S;E7000;KWH_GE15000;KWH;I_TAX;EUR;2022-S1;0.1423;2022;S1
LU;S;E7000;KWH_GE15000;KWH;I_TAX;EUR;2022-S1;0.1662;2022;S1
LV;S;E7000;KWH_GE15000;KWH;I_TAX;EUR;2022-S1;0.1535;2022;S1
MD;S;E7000;KWH_GE15000;KWH;I_TAX;EUR;2022-S1;0.0878;2022;S1
ME;S;E7000;KWH_GE15000;KWH;I_TAX;EUR;2022-S1;0.1006;2022;S1
MK;S;E7000;KWH_GE15000;KWH;I_TAX;EUR;2022-S1;0.0939;2022;S1
MT;S;E7000;KWH_GE15000;KWH;I_TAX;EUR;2022-S1;0.3144;2022;S1
NL;S;E7000;KWH_GE15000;KWH;I_TAX;EUR;2022-S1;0.2314;2022;S1
NO;S;E7000;KWH_GE15000;KWH;I_TAX;EUR;2022-S1;0.1368;2022;S1
PL;S;E7000;KWH_GE15000;KWH;I_TAX;EUR;2022-S1;0.1275;2022;S1
PT;S;E7000;KWH_GE15000;KWH;I_TAX;EUR;2022-S1;0.2019;2022;S1
RO;S;E7000;KWH_GE15000;KWH;I_TAX;EUR;2022-S1;0.2184;2022;S1
RS;S;E7000;KWH_GE15000;KWH;I_TAX;EUR;2022-S1;0.098;2022;S1
SE;S;E7000;KWH_GE15000;KWH;I_TAX;EUR;2022-S1;0.1524;2022;S1
SI;S;E7000;KWH_GE15000;KWH;I_TAX;EUR;2022-S1;0.1156;2022;S1
SK;S;E7000;KWH_GE15000;KWH;I_TAX;EUR;2022-S1;0.1447;2022;S1
TR;S;E7000;KWH_GE15000;KWH;I_TAX;EUR;2022-S1;0.1127;2022;S1
XK;S;E7000;KWH_GE15000;KWH;I_TAX;EUR;2022-S1;0.0735;2022;S1
AL;S;E7000;KWH_GE15000;KWH;X_TAX;EUR;2022-S1;0.0784;2022;S1
AT;S;E7000;KWH_GE15000;KWH;X_TAX;EUR;2022-S1;0.1331;2022;S1
BA;S;E7000;KWH_GE15000;KWH;X_TAX;EUR;2022-S1;0.0647;2022;S1
BE;S;E7000;KWH_GE15000;KWH;X_TAX;EUR;2022-S1;0.2378;2022;S1
BG;S;E7000;KWH_GE15000;KWH;X_TAX;EUR;2022-S1;0.0897;2022;S1
CY;S;E7000;KWH_GE15000;KWH;X_TAX;EUR;2022-S1;0.1383;2022;S1
CZ;S;E7000;KWH_GE15000;KWH;X_TAX;EUR;2022-S1;0.1399;2022;S1
DE;S;E7000;KWH_GE15000;KWH;X_TAX;EUR;2022-S1;0.147;2022;S1
DK;S;E7000;KWH_GE15000;KWH;X_TAX;EUR;2022-S1;0.2265;2022;S1
EA;S;E7000;KWH_GE15000;KWH;X_TAX;EUR;2022-S1;0.1665;2022;S1
EE;S;E7000;KWH_GE15000;KWH;X_TAX;EUR;2022-S1;0.1445;2022;S1
EL;S;E7000;KWH_GE15000;KWH;X_TAX;EUR;2022-S1;0.2673;2022;S1
ES;S;E7000;KWH_GE15000;KWH;X_TAX;EUR;2022-S1;0.1831;2022;S1
FI;S;E7000;KWH_GE15000;KWH;X_TAX;EUR;2022-S1;0.0896;2022;S1
FR;S;E7000;KWH_GE15000;KWH;X_TAX;EUR;2022-S1;0.1394;2022;S1
HR;S;E7000;KWH_GE15000;KWH;X_TAX;EUR;2022-S1;0.0977;2022;S1
HU;S;E7000;KWH_GE15000;KWH;X_TAX;EUR;2022-S1;0.0759;2022;S1
IE;S;E7000;KWH_GE15000;KWH;X_TAX;EUR;2022-S1;0.2033;2022;S1
IS;S;E7000;KWH_GE15000;KWH;X_TAX;EUR;2022-S1;0.098;2022;S1
IT;S;E7000;KWH_GE15000;KWH;X_TAX;EUR;2022-S1;0.2394;2022;S1
LI;S;E7000;KWH_GE15000;KWH;X_TAX;EUR;2022-S1;0.1689;2022;S1
LT;S;E7000;KWH_GE15000;KWH;X_TAX;EUR;2022-S1;0.1142;2022;S1
LU;S;E7000;KWH_GE15000;KWH;X_TAX;EUR;2022-S1;0.1344;2022;S1
LV;S;E7000;KWH_GE15000;KWH;X_TAX;EUR;2022-S1;0.1631;2022;S1
MD;S;E7000;KWH_GE15000;KWH;X_TAX;EUR;2022-S1;0.0854;2022;S1
ME;S;E7000;KWH_GE15000;KWH;X_TAX;EUR;2022-S1;0.0808;2022;S1
MK;S;E7000;KWH_GE15000;KWH;X_TAX;EUR;2022-S1;0.0894;2022;S1
MT;S;E7000;KWH_GE15000;KWH;X_TAX;EUR;2022-S1;0.2979;2022;S1
NL;S;E7000;KWH_GE15000;KWH;X_TAX;EUR;2022-S1;0.1525;2022;S1
NO;S;E7000;KWH_GE15000;KWH;X_TAX;EUR;2022-S1;0.1492;2022;S1
PL;S;E7000;KWH_GE15000;KWH;X_TAX;EUR;2022-S1;0.0802;2022;S1
PT;S;E7000;KWH_GE15000;KWH;X_TAX;EUR;2022-S1;0.1501;2022;S1
RO;S;E7000;KWH_GE15000;KWH;X_TAX;EUR;2022-S1;0.1631;2022;S1
RS;S;E7000;KWH_GE15000;KWH;X_TAX;EUR;2022-S1;0.0722;2022;S1
SE;S;E7000;KWH_GE15000;KWH;X_TAX;EUR;2022-S1;0.1212;2022;S1
SI;S;E7000;KWH_GE15000;KWH;X_TAX;EUR;2022-S1;0.0898;2022;S1
SK;S;E7000;KWH_GE15000;KWH;X_TAX;EUR;2022-S1;0.0951;2022;S1
TR;S;E7000;KWH_GE15000;KWH;X_TAX;EUR;2022-S1;0.0979;2022;S1
XK;S;E7000;KWH_GE15000;KWH;X_TAX;EUR;2022-S1;0.067;2022;S1
AL;S;E7000;KWH_GE15000;KWH;X_VAT;EUR;2022-S1;0.0784;2022;S1
AT;S;E7000;KWH_GE15000;KWH;X_VAT;EUR;2022-S1;0.1542;2022;S1
BA;S;E7000;KWH_GE15000;KWH;X_VAT;EUR;2022-S1;0.0671;2022;S1
BE;S;E7000;KWH_GE15000;KWH;X_VAT;EUR;2022-S1;0.2819;2022;S1
BG;S;E7000;KWH_GE15000;KWH;X_VAT;EUR;2022-S1;0.0897;2022;S1
CY;S;E7000;KWH_GE15000;KWH;X_VAT;EUR;2022-S1;0.2041;2022;S1
CZ;S;E7000;KWH_GE15000;KWH;X_VAT;EUR;2022-S1;0.1424;2022;S1
DE;S;E7000;KWH_GE15000;KWH;X_VAT;EUR;2022-S1;0.2272;2022;S1
DK;S;E7000;KWH_GE15000;KWH;X_VAT;EUR;2022-S1;0.252;2022;S1
EA;S;E7000;KWH_GE15000;KWH;X_VAT;EUR;2022-S1;0.2009;2022;S1
EE;S;E7000;KWH_GE15000;KWH;X_VAT;EUR;2022-S1;0.1568;2022;S1
EL;S;E7000;KWH_GE15000;KWH;X_VAT;EUR;2022-S1;0.2875;2022;S1
ES;S;E7000;KWH_GE15000;KWH;X_VAT;EUR;2022-S1;0.198;2022;S1
FI;S;E7000;KWH_GE15000;KWH;X_VAT;EUR;2022-S1;0.1121;2022;S1
FR;S;E7000;KWH_GE15000;KWH;X_VAT;EUR;2022-S1;0.1566;2022;S1
HR;S;E7000;KWH_GE15000;KWH;X_VAT;EUR;2022-S1;0.1116;2022;S1
HU;S;E7000;KWH_GE15000;KWH;X_VAT;EUR;2022-S1;0.0759;2022;S1
IE;S;E7000;KWH_GE15000;KWH;X_VAT;EUR;2022-S1;0.196;2022;S1
IS;S;E7000;KWH_GE15000;KWH;X_VAT;EUR;2022-S1;0.0571;2022;S1
IT;S;E7000;KWH_GE15000;KWH;X_VAT;EUR;2022-S1;0.2625;2022;S1
LI;S;E7000;KWH_GE15000;KWH;X_VAT;EUR;2022-S1;0.1833;2022;S1
LT;S;E7000;KWH_GE15000;KWH;X_VAT;EUR;2022-S1;0.1176;2022;S1
LU;S;E7000;KWH_GE15000;KWH;X_VAT;EUR;2022-S1;0.1539;2022;S1
LV;S;E7000;KWH_GE15000;KWH;X_VAT;EUR;2022-S1;0.1268;2022;S1
MD;S;E7000;KWH_GE15000;KWH;X_VAT;EUR;2022-S1;0.0854;2022;S1
ME;S;E7000;KWH_GE15000;KWH;X_VAT;EUR;2022-S1;0.0834;2022;S1
MK;S;E7000;KWH_GE15000;KWH;X_VAT;EUR;2022-S1;0.0894;2022;S1
MT;S;E7000;KWH_GE15000;KWH;X_VAT;EUR;2022-S1;0.2994;2022;S1
NL;S;E7000;KWH_GE15000;KWH;X_VAT;EUR;2022-S1;0.1913;2022;S1
NO;S;E7000;KWH_GE15000;KWH;X_VAT;EUR;2022-S1;0.1121;2022;S1
PL;S;E7000;KWH_GE15000;KWH;X_VAT;EUR;2022-S1;0.1208;2022;S1
PT;S;E7000;KWH_GE15000;KWH;X_VAT;EUR;2022-S1;0.1644;2022;S1
RO;S;E7000;KWH_GE15000;KWH;X_VAT;EUR;2022-S1;0.1835;2022;S1
RS;S;E7000;KWH_GE15000;KWH;X_VAT;EUR;2022-S1;0.0817;2022;S1
SE;S;E7000;KWH_GE15000;KWH;X_VAT;EUR;2022-S1;0.1136;2022;S1
SI;S;E7000;KWH_GE15000;KWH;X_VAT;EUR;2022-S1;0.0947;2022;S1
SK;S;E7000;KWH_GE15000;KWH;X_VAT;EUR;2022-S1;0.1206;2022;S1
TR;S;E7000;KWH_GE15000;KWH;X_VAT;EUR;2022-S1;0.1013;2022;S1
XK;S;E7000;KWH_GE15000;KWH;X_VAT;EUR;2022-S1;0.0681;2022;S1
AL;S;E7000;KWH_LT1000;KWH;I_TAX;EUR;2022-S1;0.0941;2022;S1
AT;S;E7000;KWH_LT1000;KWH;I_TAX;EUR;2022-S1;0.3748;2022;S1
BA;S;E7000;KWH_LT1000;KWH;I_TAX;EUR;2022-S1;0.2121;2022;S1
BE;S;E7000;KWH_LT1000;KWH;I_TAX;EUR;2022-S1;0.4814;2022;S1
BG;S;E7000;KWH_LT1000;KWH;I_TAX;EUR;2022-S1;0.1127;2022;S1
CY;S;E7000;KWH_LT1000;KWH;I_TAX;EUR;2022-S1;0.3642;2022;S1
CZ;S;E7000;KWH_LT1000;KWH;I_TAX;EUR;2022-S1;0.427;2022;S1
DE;S;E7000;KWH_LT1000;KWH;I_TAX;EUR;2022-S1;0.4795;2022;S1
DK;S;E7000;KWH_LT1000;KWH;I_TAX;EUR;2022-S1;0.5275;2022;S1
EA;S;E7000;KWH_LT1000;KWH;I_TAX;EUR;2022-S1;0.4092;2022;S1
EE;S;E7000;KWH_LT1000;KWH;I_TAX;EUR;2022-S1;0.2444;2022;S1
EL;S;E7000;KWH_LT1000;KWH;I_TAX;EUR;2022-S1;0.2634;2022;S1
ES;S;E7000;KWH_LT1000;KWH;I_TAX;EUR;2022-S1;0.593;2022;S1
FI;S;E7000;KWH_LT1000;KWH;I_TAX;EUR;2022-S1;0.3852;2022;S1
FR;S;E7000;KWH_LT1000;KWH;I_TAX;EUR;2022-S1;0.4338;2022;S1
HR;S;E7000;KWH_LT1000;KWH;I_TAX;EUR;2022-S1;0.2349;2022;S1
HU;S;E7000;KWH_LT1000;KWH;I_TAX;EUR;2022-S1;0.0957;2022;S1
IE;S;E7000;KWH_LT1000;KWH;I_TAX;EUR;2022-S1;0.2248;2022;S1
IS;S;E7000;KWH_LT1000;KWH;I_TAX;EUR;2022-S1;0.3562;2022;S1
IT;S;E7000;KWH_LT1000;KWH;I_TAX;EUR;2022-S1;0.5531;2022;S1
LI;S;E7000;KWH_LT1000;KWH;I_TAX;EUR;2022-S1;0.3703;2022;S1
LT;S;E7000;KWH_LT1000;KWH;I_TAX;EUR;2022-S1;0.1713;2022;S1
LU;S;E7000;KWH_LT1000;KWH;I_TAX;EUR;2022-S1;0.3419;2022;S1
LV;S;E7000;KWH_LT1000;KWH;I_TAX;EUR;2022-S1;0.2032;2022;S1
MD;S;E7000;KWH_LT1000;KWH;I_TAX;EUR;2022-S1;0.096;2022;S1
ME;S;E7000;KWH_LT1000;KWH;I_TAX;EUR;2022-S1;0.1609;2022;S1
MK;S;E7000;KWH_LT1000;KWH;I_TAX;EUR;2022-S1;0.095;2022;S1
MT;S;E7000;KWH_LT1000;KWH;I_TAX;EUR;2022-S1;0.375;2022;S1
NL;S;E7000;KWH_LT1000;KWH;I_TAX;EUR;2022-S1;-0.9258;2022;S1
NO;S;E7000;KWH_LT1000;KWH;I_TAX;EUR;2022-S1;0.4435;2022;S1
PL;S;E7000;KWH_LT1000;KWH;I_TAX;EUR;2022-S1;0.2131;2022;S1
PT;S;E7000;KWH_LT1000;KWH;I_TAX;EUR;2022-S1;0.4227;2022;S1
RO;S;E7000;KWH_LT1000;KWH;I_TAX;EUR;2022-S1;0.2252;2022;S1
RS;S;E7000;KWH_LT1000;KWH;I_TAX;EUR;2022-S1;0.3127;2022;S1
SE;S;E7000;KWH_LT1000;KWH;I_TAX;EUR;2022-S1;0.4513;2022;S1
SI;S;E7000;KWH_LT1000;KWH;I_TAX;EUR;2022-S1;0.2424;2022;S1
SK;S;E7000;KWH_LT1000;KWH;I_TAX;EUR;2022-S1;0.2718;2022;S1
TR;S;E7000;KWH_LT1000;KWH;I_TAX;EUR;2022-S1;0.0788;2022;S1
XK;S;E7000;KWH_LT1000;KWH;I_TAX;EUR;2022-S1;0.0804;2022;S1
AL;S;E7000;KWH_LT1000;KWH;X_TAX;EUR;2022-S1;0.0784;2022;S1
AT;S;E7000;KWH_LT1000;KWH;X_TAX;EUR;2022-S1;0.246;2022;S1
BA;S;E7000;KWH_LT1000;KWH;X_TAX;EUR;2022-S1;0.1788;2022;S1
BE;S;E7000;KWH_LT1000;KWH;X_TAX;EUR;2022-S1;0.3812;2022;S1
BG;S;E7000;KWH_LT1000;KWH;X_TAX;EUR;2022-S1;0.0939;2022;S1
CY;S;E7000;KWH_LT1000;KWH;X_TAX;EUR;2022-S1;0.2561;2022;S1
CZ;S;E7000;KWH_LT1000;KWH;X_TAX;EUR;2022-S1;0.3325;2022;S1
DE;S;E7000;KWH_LT1000;KWH;X_TAX;EUR;2022-S1;0.3147;2022;S1
DK;S;E7000;KWH_LT1000;KWH;X_TAX;EUR;2022-S1;0.2944;2022;S1
EA;S;E7000;KWH_LT1000;KWH;X_TAX;EUR;2022-S1;0.3736;2022;S1
EE;S;E7000;KWH_LT1000;KWH;X_TAX;EUR;2022-S1;0.1914;2022;S1
EL;S;E7000;KWH_LT1000;KWH;X_TAX;EUR;2022-S1;0.3296;2022;S1
ES;S;E7000;KWH_LT1000;KWH;X_TAX;EUR;2022-S1;0.4931;2022;S1
FI;S;E7000;KWH_LT1000;KWH;X_TAX;EUR;2022-S1;0.2881;2022;S1
FR;S;E7000;KWH_LT1000;KWH;X_TAX;EUR;2022-S1;0.3421;2022;S1
HR;S;E7000;KWH_LT1000;KWH;X_TAX;EUR;2022-S1;0.1944;2022;S1
HU;S;E7000;KWH_LT1000;KWH;X_TAX;EUR;2022-S1;0.0753;2022;S1
IE;S;E7000;KWH_LT1000;KWH;X_TAX;EUR;2022-S1;0.3874;2022;S1
IS;S;E7000;KWH_LT1000;KWH;X_TAX;EUR;2022-S1;0.2843;2022;S1
IT;S;E7000;KWH_LT1000;KWH;X_TAX;EUR;2022-S1;0.4955;2022;S1
LI;S;E7000;KWH_LT1000;KWH;X_TAX;EUR;2022-S1;0.3293;2022;S1
LT;S;E7000;KWH_LT1000;KWH;X_TAX;EUR;2022-S1;0.1387;2022;S1
LU;S;E7000;KWH_LT1000;KWH;X_TAX;EUR;2022-S1;0.297;2022;S1
LV;S;E7000;KWH_LT1000;KWH;X_TAX;EUR;2022-S1;0.2167;2022;S1
MD;S;E7000;KWH_LT1000;KWH;X_TAX;EUR;2022-S1;0.0929;2022;S1
ME;S;E7000;KWH_LT1000;KWH;X_TAX;EUR;2022-S1;0.1235;2022;S1
MK;S;E7000;KWH_LT1000;KWH;X_TAX;EUR;2022-S1;0.0905;2022;S1
MT;S;E7000;KWH_LT1000;KWH;X_TAX;EUR;2022-S1;0.3556;2022;S1
NL;S;E7000;KWH_LT1000;KWH;X_TAX;EUR;2022-S1;0.5251;2022;S1
NO;S;E7000;KWH_LT1000;KWH;X_TAX;EUR;2022-S1;0.4004;2022;S1
PL;S;E7000;KWH_LT1000;KWH;X_TAX;EUR;2022-S1;0.1331;2022;S1
PT;S;E7000;KWH_LT1000;KWH;X_TAX;EUR;2022-S1;0.3281;2022;S1
RO;S;E7000;KWH_LT1000;KWH;X_TAX;EUR;2022-S1;0.1686;2022;S1
RS;S;E7000;KWH_LT1000;KWH;X_TAX;EUR;2022-S1;0.2383;2022;S1
SE;S;E7000;KWH_LT1000;KWH;X_TAX;EUR;2022-S1;0.3603;2022;S1
SI;S;E7000;KWH_LT1000;KWH;X_TAX;EUR;2022-S1;0.1488;2022;S1
SK;S;E7000;KWH_LT1000;KWH;X_TAX;EUR;2022-S1;0.201;2022;S1
TR;S;E7000;KWH_LT1000;KWH;X_TAX;EUR;2022-S1;0.0687;2022;S1
XK;S;E7000;KWH_LT1000;KWH;X_TAX;EUR;2022-S1;0.0734;2022;S1
AL;S;E7000;KWH_LT1000;KWH;X_VAT;EUR;2022-S1;0.0784;2022;S1
AT;S;E7000;KWH_LT1000;KWH;X_VAT;EUR;2022-S1;0.313;2022;S1
BA;S;E7000;KWH_LT1000;KWH;X_VAT;EUR;2022-S1;0.1813;2022;S1
BE;S;E7000;KWH_LT1000;KWH;X_VAT;EUR;2022-S1;0.4291;2022;S1
BG;S;E7000;KWH_LT1000;KWH;X_VAT;EUR;2022-S1;0.0939;2022;S1
CY;S;E7000;KWH_LT1000;KWH;X_VAT;EUR;2022-S1;0.3304;2022;S1
CZ;S;E7000;KWH_LT1000;KWH;X_VAT;EUR;2022-S1;0.3529;2022;S1
DE;S;E7000;KWH_LT1000;KWH;X_VAT;EUR;2022-S1;0.4029;2022;S1
DK;S;E7000;KWH_LT1000;KWH;X_VAT;EUR;2022-S1;0.422;2022;S1
EA;S;E7000;KWH_LT1000;KWH;X_VAT;EUR;2022-S1;0.3642;2022;S1
EE;S;E7000;KWH_LT1000;KWH;X_VAT;EUR;2022-S1;0.2037;2022;S1
EL;S;E7000;KWH_LT1000;KWH;X_VAT;EUR;2022-S1;0.2485;2022;S1
ES;S;E7000;KWH_LT1000;KWH;X_VAT;EUR;2022-S1;0.5414;2022;S1
FI;S;E7000;KWH_LT1000;KWH;X_VAT;EUR;2022-S1;0.3106;2022;S1
FR;S;E7000;KWH_LT1000;KWH;X_VAT;EUR;2022-S1;0.3916;2022;S1
HR;S;E7000;KWH_LT1000;KWH;X_VAT;EUR;2022-S1;0.2083;2022;S1
HU;S;E7000;KWH_LT1000;KWH;X_VAT;EUR;2022-S1;0.0753;2022;S1
IE;S;E7000;KWH_LT1000;KWH;X_VAT;EUR;2022-S1;0.1991;2022;S1
IS;S;E7000;KWH_LT1000;KWH;X_VAT;EUR;2022-S1;0.2872;2022;S1
IT;S;E7000;KWH_LT1000;KWH;X_VAT;EUR;2022-S1;0.5022;2022;S1
LI;S;E7000;KWH_LT1000;KWH;X_VAT;EUR;2022-S1;0.3438;2022;S1
LT;S;E7000;KWH_LT1000;KWH;X_VAT;EUR;2022-S1;0.1415;2022;S1
LU;S;E7000;KWH_LT1000;KWH;X_VAT;EUR;2022-S1;0.3165;2022;S1
LV;S;E7000;KWH_LT1000;KWH;X_VAT;EUR;2022-S1;0.1679;2022;S1
MD;S;E7000;KWH_LT1000;KWH;X_VAT;EUR;2022-S1;0.0929;2022;S1
ME;S;E7000;KWH_LT1000;KWH;X_VAT;EUR;2022-S1;0.1343;2022;S1
MK;S;E7000;KWH_LT1000;KWH;X_VAT;EUR;2022-S1;0.0905;2022;S1
MT;S;E7000;KWH_LT1000;KWH;X_VAT;EUR;2022-S1;0.3571;2022;S1
NL;S;E7000;KWH_LT1000;KWH;X_VAT;EUR;2022-S1;-0.7651;2022;S1
NO;S;E7000;KWH_LT1000;KWH;X_VAT;EUR;2022-S1;0.3633;2022;S1
PL;S;E7000;KWH_LT1000;KWH;X_VAT;EUR;2022-S1;0.2;2022;S1
PT;S;E7000;KWH_LT1000;KWH;X_VAT;EUR;2022-S1;0.363;2022;S1
RO;S;E7000;KWH_LT1000;KWH;X_VAT;EUR;2022-S1;0.1892;2022;S1
RS;S;E7000;KWH_LT1000;KWH;X_VAT;EUR;2022-S1;0.2606;2022;S1
SE;S;E7000;KWH_LT1000;KWH;X_VAT;EUR;2022-S1;0.3527;2022;S1
SI;S;E7000;KWH_LT1000;KWH;X_VAT;EUR;2022-S1;0.1987;2022;S1
SK;S;E7000;KWH_LT1000;KWH;X_VAT;EUR;2022-S1;0.2265;2022;S1
TR;S;E7000;KWH_LT1000;KWH;X_VAT;EUR;2022-S1;0.071;2022;S1
XK;S;E7000;KWH_LT1000;KWH;X_VAT;EUR;2022-S1;0.0745;2022;S1
AT;S;E7000;TOT_KWH;KWH;I_TAX;EUR;2022-S1;0.22;2022;S1
BA;S;E7000;TOT_KWH;KWH;I_TAX;EUR;2022-S1;0.0891;2022;S1
BE;S;E7000;TOT_KWH;KWH;I_TAX;EUR;2022-S1;0.3478;2022;S1
BG;S;E7000;TOT_KWH;KWH;I_TAX;EUR;2022-S1;0.1091;2022;S1
CY;S;E7000;TOT_KWH;KWH;I_TAX;EUR;2022-S1;0.2582;2022;S1
CZ;S;E7000;TOT_KWH;KWH;I_TAX;EUR;2022-S1;0.2317;2022;S1
DE;S;E7000;TOT_KWH;KWH;I_TAX;EUR;2022-S1;0.3348;2022;S1
DK;S;E7000;TOT_KWH;KWH;I_TAX;EUR;2022-S1;0.3958;2022;S1
EA;S;E7000;TOT_KWH;KWH;I_TAX;EUR;2022-S1;0.2657;2022;S1
EE;S;E7000;TOT_KWH;KWH;I_TAX;EUR;2022-S1;0.2031;2022;S1
EL;S;E7000;TOT_KWH;KWH;I_TAX;EUR;2022-S1;0.2339;2022;S1
ES;S;E7000;TOT_KWH;KWH;I_TAX;EUR;2022-S1;0.3207;2022;S1
FI;S;E7000;TOT_KWH;KWH;I_TAX;EUR;2022-S1;0.1669;2022;S1
FR;S;E7000;TOT_KWH;KWH;I_TAX;EUR;2022-S1;0.2046;2022;S1
HR;S;E7000;TOT_KWH;KWH;I_TAX;EUR;2022-S1;0.1377;2022;S1
HU;S;E7000;TOT_KWH;KWH;I_TAX;EUR;2022-S1;0.0946;2022;S1
IE;S;E7000;TOT_KWH;KWH;I_TAX;EUR;2022-S1;0.2283;2022;S1
IS;S;E7000;TOT_KWH;KWH;I_TAX;EUR;2022-S1;0.1241;2022;S1
IT;S;E7000;TOT_KWH;KWH;I_TAX;EUR;2022-S1;0.3359;2022;S1
LI;S;E7000;TOT_KWH;KWH;I_TAX;EUR;2022-S1;0.2151;2022;S1
LT;S;E7000;TOT_KWH;KWH;I_TAX;EUR;2022-S1;0.1513;2022;S1
LU;S;E7000;TOT_KWH;KWH;I_TAX;EUR;2022-S1;0.1928;2022;S1
LV;S;E7000;TOT_KWH;KWH;I_TAX;EUR;2022-S1;0.1763;2022;S1
MD;S;E7000;TOT_KWH;KWH;I_TAX;EUR;2022-S1;0.1038;2022;S1
ME;S;E7000;TOT_KWH;KWH;I_TAX;EUR;2022-S1;0.0992;2022;S1
MK;S;E7000;TOT_KWH;KWH;I_TAX;EUR;2022-S1;0.0934;2022;S1
MT;S;E7000;TOT_KWH;KWH;I_TAX;EUR;2022-S1;0.1562;2022;S1
NL;S;E7000;TOT_KWH;KWH;I_TAX;EUR;2022-S1;0.0118;2022;S1
NO;S;E7000;TOT_KWH;KWH;I_TAX;EUR;2022-S1;0.149;2022;S1
PL;S;E7000;TOT_KWH;KWH;I_TAX;EUR;2022-S1;0.153;2022;S1
PT;S;E7000;TOT_KWH;KWH;I_TAX;EUR;2022-S1;0.232;2022;S1
RO;S;E7000;TOT_KWH;KWH;I_TAX;EUR;2022-S1;0.232;2022;S1
RS;S;E7000;TOT_KWH;KWH;I_TAX;EUR;2022-S1;0.0854;2022;S1
SE;S;E7000;TOT_KWH;KWH;I_TAX;EUR;2022-S1;0.1781;2022;S1
SI;S;E7000;TOT_KWH;KWH;I_TAX;EUR;2022-S1;0.1344;2022;S1
SK;S;E7000;TOT_KWH;KWH;I_TAX;EUR;2022-S1;0.1793;2022;S1
TR;S;E7000;TOT_KWH;KWH;I_TAX;EUR;2022-S1;0.0854;2022;S1
XK;S;E7000;TOT_KWH;KWH;I_TAX;EUR;2022-S1;0.064;2022;S1
AT;S;E7000;TOT_KWH;KWH;X_TAX;EUR;2022-S1;0.1548;2022;S1
BA;S;E7000;TOT_KWH;KWH;X_TAX;EUR;2022-S1;0.0737;2022;S1
BE;S;E7000;TOT_KWH;KWH;X_TAX;EUR;2022-S1;0.2656;2022;S1
BG;S;E7000;TOT_KWH;KWH;X_TAX;EUR;2022-S1;0.0909;2022;S1
CY;S;E7000;TOT_KWH;KWH;X_TAX;EUR;2022-S1;0.1675;2022;S1
CZ;S;E7000;TOT_KWH;KWH;X_TAX;EUR;2022-S1;0.1805;2022;S1
DE;S;E7000;TOT_KWH;KWH;X_TAX;EUR;2022-S1;0.196;2022;S1
DK;S;E7000;TOT_KWH;KWH;X_TAX;EUR;2022-S1;0.2372;2022;S1
EA;S;E7000;TOT_KWH;KWH;X_TAX;EUR;2022-S1;0.2078;2022;S1
EE;S;E7000;TOT_KWH;KWH;X_TAX;EUR;2022-S1;0.157;2022;S1
